lat,long,no__laporan
-6.224524,106.803804,1
-6.25053,106.8677,1
-6.134594,106.729807,1
-6.24885,106.825,1
-6.153514,106.843486,1
-6.250239,106.867783,1
-6.169225,106.948531,1
-6.256073,106.797007,1
-6.226047,106.854822,1
-6.190042,106.874628,1
-6.21287,106.8998,1
-6.14844,106.8238,1
-6.151363,106.813689,1
-6.293933,106.845906,1
-6.29586,106.8707,1
-6.214741,106.881989,1
-6.224046,106.845136,1
-6.25008,106.8681,1
-6.215089,106.820943,1
-6.24811,106.8561,1
-6.211395,106.865063,1
-6.298824,106.865239,1
-6.1309,106.843882,1
-6.185568,106.906473,1
-6.19077,106.743557,1
-6.313122,106.80338,1
-6.24808,106.7784,1
-6.21605,106.878821,1
-6.204061,106.842735,1
-6.265402,106.835262,1
-6.18262,106.869829,1
-6.22267,106.8607,1
-6.304962,106.859685,1
-6.148185,106.695403,1
-6.293552,106.848938,1
-6.195706,106.797798,1
-6.1797,106.7941,1
-6.344469,106.906305,1
-6.178284,106.784592,1
-6.283458,106.854213,1
-6.171682,106.758781,1
-6.155677,106.700469,1
-6.233691,106.86147,1
-6.234961,106.836708,1
-6.225388,106.829391,1
-6.25734,106.833981,1
-6.150274,106.745234,1
-6.196905,106.840549,1
-6.15259,106.8142,1
-6.30293,106.8572,1
-6.225568,106.857689,1
-6.113066,106.922788,1
-6.24977,106.7781,1
-6.234444,106.79,1
-6.22295,106.8613,1
-6.190853,106.768175,1
-6.247198,106.906126,1
-6.16728,106.8937,1
-6.279317,106.878828,1
-6.289288,106.904046,1
-6.225129,106.857774,1
-6.175181,106.820004,1
-6.329315,106.821888,1
-6.17118,106.9023,1
-6.201521,106.806246,1
-6.26947,106.8244,1
-6.311878,106.903318,1
-6.21125,106.8726,1
-6.241342,106.78093,1
-6.182704,106.840538,1
-6.150873,106.80909,1
-6.21736,106.8757,1
-6.225076,106.857369,1
-6.169565,106.871911,1
-6.291667,106.798056,1
-6.245385,106.865829,1
-6.184386,106.83913,1
-6.369802,106.895468,1
-6.173992,106.87018,1
-6.246025,106.826039,1
-6.22457,106.754011,1
-6.2827,106.8434,1
-6.167807,106.723716,1
-6.235177,106.800095,1
-6.290289,106.782613,1
-6.18539,106.824973,1
-6.113278,106.919734,1
-6.236204,106.774766,1
-6.191501,106.802758,1
-6.165238,106.801756,1
-6.142659,106.828294,1
-6.22458,106.828122,1
-6.161078,106.726061,1
-6.286611,106.775166,1
-6.140405,106.907746,1
-6.203523,106.823401,1
-6.163721,106.876761,1
-6.185809,106.893771,1
-6.175417,106.830928,1
-6.216397,106.954504,1
-6.12122,106.8071,1
-6.212126,106.902127,1
-6.175212,106.820004,1
-6.22341,106.8613,1
-6.19191,106.8791,1
-6.25204,106.817548,1
-6.244687,106.809396,1
-6.148568,106.776001,1
-6.194573,106.891273,1
-6.160849,106.791186,1
-6.230574,106.82611,1
-6.215197,106.862572,1
-6.166109,106.907977,1
-6.211687,106.944946,1
-6.197136,106.813728,1
-6.227266,106.856004,1
-6.175913,106.810929,1
-6.28155,106.878774,1
-6.2601,106.8555,1
-6.179362,106.873357,1
-6.18211,106.9013,1
-6.27022,106.7938,1
-6.340074,106.831169,1
-6.215917,106.7801,1
-6.183878,106.883712,1
-6.197815,106.852044,1
-6.16838,106.7786,1
-6.176129,106.848115,1
-6.221292,106.945546,1
-6.199464,106.841824,1
-6.243784,106.793327,1
-6.152974,106.874152,1
-6.20428,106.846585,1
-6.233048,106.862663,1
-6.2245,106.841946,1
-6.119298,106.888169,1
-6.229353,106.876844,1
-6.109836,106.941222,1
-6.23705,106.8765,1
-6.208941,106.735347,1
-6.24369,106.8438,1
-6.225593,106.857697,1
-6.21715,106.905986,1
-6.175204,106.82,1
-6.184233,106.869786,1
-6.12119,106.8068,1
-6.19496,106.9224,1
-6.23627,106.8654,1
-6.144558,106.786941,1
-6.171481,106.80067,1
-6.233811,106.808985,1
-6.232675,106.749099,1
-6.242883,106.924944,1
-6.225182,106.858233,1
-6.25007,106.8685,1
-6.238817,106.865044,1
-6.185768,106.893557,1
-6.265786,106.798434,1
-6.189242,106.803005,1
-6.14248,106.859634,1
-6.129547,106.799943,1
-6.186625,106.736575,1
-6.215982,106.820409,1
-6.251257,106.872906,1
-6.210613,106.891209,1
-6.234859,106.932096,1
-6.236517,106.748044,1
-6.24813,106.9227,1
-6.22813,106.8249,1
-6.249272,106.797597,1
-6.144495,106.766185,1
-6.127645,106.926624,1
-6.237606,106.775311,1
-6.13616,106.922607,1
-6.198543,106.904409,1
-6.185103,106.752361,1
-6.150889,106.809021,1
-6.106919,106.932169,1
-6.210301,106.819271,1
-6.13343,106.8094,1
-6.217061,106.905992,1
-6.18415,106.8404,1
-6.271038,106.852522,1
-6.128329,106.899186,1
-6.18327,106.8243,1
-6.217599,106.882084,1
-6.181465,106.856328,1
-6.222341,106.723718,1
-6.105366,106.926631,1
-6.320195,106.883385,1
-6.213357,106.751622,1
-6.12355,106.8759,1
-6.277285,106.86138,1
-6.265303,106.803436,1
-6.163025,106.880097,1
-6.208704,106.76621,1
-6.222667,106.871583,1
-6.24683,106.908416,1
-6.128015,106.92608,1
-6.201692,106.808274,1
-6.174131,106.904669,1
-6.133597,106.81082,1
-6.26001,106.8557,1
-6.240319,106.822232,1
-6.133396,106.73994,1
-6.176454,106.81583,1
-6.15382,106.893695,1
-6.185846,106.824679,1
-6.25714,106.8425,1
-6.122783,106.877393,1
-6.112644,106.748561,1
-6.182476,106.851726,1
-6.192576,106.814107,1
-6.150948,106.809047,1
-6.166004,106.795367,1
-6.17859,106.9221,1
-6.347439,106.827017,1
-6.135779,106.834184,1
-6.166857,106.75588,1
-6.201091,106.769815,1
-6.115819,106.911236,1
-6.173582,106.789131,1
-6.17527,106.7901,1
-6.24051,106.8268,1
-6.23395,106.881591,1
-6.13948,106.7977,1
-6.19904,106.8844,1
-6.213898,106.870977,1
-6.193519,106.792563,1
-6.251128,106.817333,1
-6.184324,106.940136,1
-6.190715,106.767445,1
-6.269703,106.841714,1
-6.178579,106.869739,1
-6.225708,106.857758,1
-6.200908,106.86787,1
-6.171473,106.78715,1
-6.11054,106.7386,1
-6.228378,106.825039,1
-6.235648,106.775254,1
-6.211007,106.865179,1
-6.283444,106.854239,1
-6.157474,106.878057,1
-6.136621,106.735146,1
-6.151947,106.832121,1
-6.13574,106.9175,1
-6.187075,106.825265,1
-6.251351,106.824856,1
-6.183445,106.855355,1
-6.184244,106.94007,1
-6.267138,106.882356,1
-6.30143,106.8357,1
-6.200431,106.825723,1
-6.30522,106.83787,1
-6.164008,106.850102,1
-6.212575,106.731777,1
-6.32545,106.8278,1
-6.229117,106.848586,1
-6.28559,106.8826,1
-6.16126,106.8171,1
-6.177839,106.946292,1
-6.185878,106.884725,1
-6.180688,106.947462,1
-6.178867,106.757514,1
-6.11739,106.9159,1
-6.326968,106.835602,1
-6.25033,106.8677,1
-6.130628,106.733688,1
-6.203914,106.955716,1
-6.146695,106.803189,1
-6.232711,106.83197,1
-6.18405,106.931023,1
-6.206813,106.729453,1
-6.23553,106.8,1
-6.345485,106.831103,1
-6.134722,106.827983,1
-6.221513,106.853908,1
-6.15301,106.7416,1
-6.193382,106.780165,1
-6.204869,106.78309,1
-6.230396,106.896943,1
-6.261248,106.801815,1
-6.121699,106.788241,1
-6.189551,106.870502,1
-6.172332,106.774001,1
-6.151357,106.909219,1
-6.221,106.8137,1
-6.115951,106.776264,1
-6.201093,106.769824,1
-6.185922,106.844453,1
-6.173935,106.785764,1
-6.209492,106.812419,1
-6.187938,106.836257,1
-6.193732,106.893991,1
-6.137271,106.799877,1
-6.179917,106.916667,1
-6.284029,106.860539,1
-6.330741,106.834804,1
-6.23145,106.7719,1
-6.23998,106.8192,1
-6.209196,106.87136,1
-6.1869,106.73721,1
-6.193637,106.901075,1
-6.144479,106.803168,1
-6.183818,106.73876,1
-6.325797,106.824051,1
-6.17484,106.8442,1
-6.126068,106.938234,1
-6.201768,106.9498,1
